title,type,genres,year,Genres1,Genres2,Genres3
Italian for Beginners,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
Pavilion of Women,movie,"[""Drama"",""Romance"",""War""]",2001,Drama,Romance,War
The Fluffer,movie,"[""Drama"",""Comedy"",""Romance""]",2001,Drama,Comedy,Romance
Michael Jordan to the Max,movie,"[""Documentary"",""Short"",""Sport""]",2000,Documentary,Short,Sport
Perfume,movie,"[""Drama""]",2001,Drama,,
Just a Kiss,movie,"[""Comedy"",""Romance""]",2002,Comedy,Romance,
Klassikko,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Brotherhood of the Wolf,movie,"[""Adventure"",""Drama"",""Horror""]",2001,Adventure,Drama,Horror
Paragraph 175,movie,"[""Documentary"",""History"",""War""]",2000,Documentary,History,War
One Hundred Steps,movie,"[""Biography"",""Crime"",""Drama""]",2000,Biography,Crime,Drama
"February 15, 1839",movie,"[""Drama"",""History""]",2001,Drama,History,
Bounce: Behind the Velvet Rope,movie,"[""Documentary""]",2000,Documentary,,
Queen of the Damned,movie,"[""Drama"",""Fantasy"",""Horror""]",2002,Drama,Fantasy,Horror
There's Only One Jimmy Grimble,movie,"[""Comedy"",""Drama"",""Sport""]",2000,Comedy,Drama,Sport
Cats & Dogs,movie,"[""Action"",""Comedy"",""Family""]",2001,Action,Comedy,Family
Gran Paradiso,movie,"[""Adventure"",""Drama"",""Romance""]",2000,Adventure,Drama,Romance
Marine Battleground,movie,"[""Drama"",""War""]",1963,Drama,War,
The Girl from Paris,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Wojaczek,movie,"[""Biography"",""Drama""]",1999,Biography,Drama,
First Person Plural,movie,"[""Documentary""]",2000,Documentary,,
Freddy Got Fingered,movie,"[""Comedy""]",2001,Comedy,,
Bully,movie,"[""Crime"",""Drama""]",2001,Crime,Drama,
American Outlaws,movie,"[""Action"",""Western""]",2001,Action,Western,
Needing You...,movie,"[""Romance"",""Comedy""]",2000,Romance,Comedy,
Me You Them,movie,"[""Drama"",""Comedy"",""Romance""]",2000,Drama,Comedy,Romance
Quints,movie,"[""Comedy"",""Drama"",""Family""]",2000,Comedy,Drama,Family
Duelul,movie,"[""Thriller""]",1981,Thriller,,
The Pledge,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Boys Don't Cry,movie,"[""Comedy"",""Crime""]",2000,Comedy,Crime,
Ivansxtc,movie,"[""Drama""]",2000,Drama,,
Equilibrium,movie,"[""Action"",""Drama"",""Sci-Fi""]",2002,Action,Drama,Sci-Fi
The Lady and the Duke,movie,"[""Drama"",""History"",""War""]",2001,Drama,History,War
Poetical Refugee,movie,"[""Drama""]",2000,Drama,,
Raw Deal: A Question of Consent,movie,"[""Documentary"",""Crime""]",2001,Documentary,Crime,
After the Storm,movie,"[""Crime"",""Thriller"",""Action""]",2001,Crime,Thriller,Action
I cavalieri che fecero l'impresa,movie,"[""Adventure"",""Drama"",""History""]",2001,Adventure,Drama,History
Chocolat,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
The Sleeping Dictionary,movie,"[""Drama"",""Romance""]",2003,Drama,Romance,
The Man Who Wasn't There,movie,"[""Crime"",""Drama""]",2001,Crime,Drama,
Wit,movie,"[""Drama""]",2001,Drama,,
Windtalkers,movie,"[""Action"",""Drama"",""War""]",2002,Action,Drama,War
Maze,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
The Dangerous Lives of Altar Boys,movie,"[""Comedy"",""Drama""]",2002,Comedy,Drama,
Devdas,movie,"[""Musical"",""Romance""]",2002,Musical,Romance,
Kevin & Perry Go Large,movie,"[""Comedy"",""Music""]",2000,Comedy,Music,
"Just, Melvin: Just Evil",movie,"[""Documentary""]",2000,Documentary,,
The Affair of the Necklace,movie,"[""Drama"",""History"",""Romance""]",2001,Drama,History,Romance
Hera Pheri,movie,"[""Comedy"",""Crime"",""Thriller""]",2000,Comedy,Crime,Thriller
Come Undone,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
The Doe Boy,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Stuart Little 2,movie,"[""Animation"",""Adventure"",""Comedy""]",2002,Animation,Adventure,Comedy
Virtual Nightmare,movie,"[""Sci-Fi""]",2000,Sci-Fi,,
Dark Blue World,movie,"[""War"",""Drama"",""Action""]",2001,War,Drama,Action
Lost and Delirious,movie,"[""Drama"",""Romance"",""Thriller""]",2001,Drama,Romance,Thriller
Spirited Away,movie,"[""Animation"",""Adventure"",""Family""]",2001,Animation,Adventure,Family
Thir13en Ghosts,movie,"[""Horror"",""Mystery"",""Thriller""]",2001,Horror,Mystery,Thriller
Chunhyang,movie,"[""Drama"",""Musical"",""Romance""]",2000,Drama,Musical,Romance
The Beach Boys: An American Family,series,"[""Biography"",""Drama"",""Music""]",2000,Biography,Drama,Music
Bread and Tulips,movie,"[""Comedy"",""Romance""]",2000,Comedy,Romance,
Shadow Magic,movie,"[""Drama"",""History"",""Romance""]",2000,Drama,History,Romance
Webmaster,movie,"[""Thriller"",""Sci-Fi""]",1998,Thriller,Sci-Fi,
Wild Flowers,movie,"[""Drama"",""Fantasy"",""Horror""]",2000,Drama,Fantasy,Horror
Spicy Love Soup,movie,,1997,,,
Say It Isn't So,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
Starye klyachi,movie,"[""Comedy""]",2000,Comedy,,
Brooklyn Babylon,movie,"[""Drama"",""Music"",""Romance""]",2001,Drama,Music,Romance
Dr. Dolittle 2,movie,"[""Comedy"",""Family"",""Fantasy""]",2001,Comedy,Family,Fantasy
In Memory of the Day Passed By,movie,"[""Documentary"",""Short""]",1990,Documentary,Short,
Serendipity,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
The Bank,movie,"[""Thriller"",""Drama""]",2001,Thriller,Drama,
The Art of Dying,movie,"[""Horror"",""Thriller"",""Mystery""]",2000,Horror,Thriller,Mystery
Exit Wounds,movie,"[""Action"",""Comedy"",""Crime""]",2001,Action,Comedy,Crime
The Hole,movie,"[""Drama"",""Horror"",""Mystery""]",2001,Drama,Horror,Mystery
A Gentle Spirit,movie,"[""Short"",""Animation""]",1985,Short,Animation,
Va Savoir (Who Knows?),movie,"[""Comedy"",""Crime"",""Drama""]",2001,Comedy,Crime,Drama
Bridget Jones's Diary,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Happenstance,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
40 Days and 40 Nights,movie,"[""Comedy"",""Romance""]",2002,Comedy,Romance,
Dark Blue World,movie,"[""War"",""Drama"",""Action""]",2001,War,Drama,Action
The Bench,movie,"[""Drama""]",2000,Drama,,
XX/XY,movie,"[""Drama"",""Romance""]",2002,Drama,Romance,
Devils on the Doorstep,movie,"[""Comedy"",""Drama"",""War""]",2000,Comedy,Drama,War
Lucky Break,movie,"[""Comedy"",""Crime"",""Romance""]",2001,Comedy,Crime,Romance
"Oui, mais...",movie,"[""Comedy"",""Family"",""Drama""]",2001,Comedy,Family,Drama
Anak,movie,"[""Drama""]",2000,Drama,,
Captain Corelli's Mandolin,movie,"[""Drama"",""Music"",""Romance""]",2001,Drama,Music,Romance
Ik ook van jou,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Flashback - Mèrderische Ferien,movie,"[""Horror"",""Thriller"",""Mystery""]",2000,Horror,Thriller,Mystery
James Dean,movie,"[""Biography"",""Drama""]",2001,Biography,Drama,
Sound and Fury,movie,"[""Documentary""]",2000,Documentary,,
Whispering Corridors,movie,"[""Drama"",""Horror"",""Mystery""]",1998,Drama,Horror,Mystery
MVP: Most Valuable Primate,movie,"[""Comedy"",""Family"",""Sport""]",2000,Comedy,Family,Sport
Yego zhena kuritsa,movie,"[""Short""]",1990,Short,,
Alai Payuthey,movie,"[""Drama"",""Musical"",""Romance""]",2000,Drama,Musical,Romance
I Have Found It,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
Disappearing Acts,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
El Bola,movie,"[""Drama""]",2000,Drama,,
"See You in Hell, My Darling",movie,"[""Crime"",""Horror"",""Thriller""]",1999,Crime,Horror,Thriller
Swordfish,movie,"[""Action"",""Crime"",""Thriller""]",2001,Action,Crime,Thriller
The Profession of Arms,movie,"[""Drama"",""History"",""War""]",2001,Drama,History,War
Skersiela,movie,"[""Documentary""]",1988,Documentary,,
Things Behind the Sun,movie,"[""Drama"",""Music""]",2001,Drama,Music,
Varian's War,movie,"[""Drama"",""War""]",2001,Drama,War,
Kingdom Come,movie,"[""Comedy"",""Drama"",""Family""]",2001,Comedy,Drama,Family
Blackboards,movie,"[""Drama"",""War""]",2000,Drama,War,
In the Mood for Love,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
27 Missing Kisses,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
George Carlin: Doin' It Again,movie,"[""Documentary"",""Comedy""]",1990,Documentary,Comedy,
George Carlin: Back in Town,movie,"[""Documentary"",""Comedy""]",1996,Documentary,Comedy,
Die Another Day,movie,"[""Action"",""Adventure"",""Thriller""]",2002,Action,Adventure,Thriller
Only Clouds Move the Stars,movie,"[""Drama"",""Family""]",1998,Drama,Family,
Before Night Falls,movie,"[""Biography"",""Drama""]",2000,Biography,Drama,
Gumnaam,movie,"[""Drama"",""Mystery"",""Thriller""]",1965,Drama,Mystery,Thriller
Juwanna Mann,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
The Quickie,movie,"[""Crime"",""Drama""]",2001,Crime,Drama,
Planet of the Apes,movie,"[""Action"",""Adventure"",""Sci-Fi""]",2001,Action,Adventure,Sci-Fi
Manitou's Shoe,movie,"[""Comedy"",""Western""]",2001,Comedy,Western,
The South,movie,"[""Drama"",""Thriller""]",2000,Drama,Thriller,
Storytelling,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Bonhoeffer: Agent of Grace,movie,"[""Crime"",""Drama"",""History""]",2000,Crime,Drama,History
Corky Romano,movie,"[""Comedy"",""Crime""]",2001,Comedy,Crime,
The Other Side of Heaven,movie,"[""Adventure"",""Biography"",""Drama""]",2001,Adventure,Biography,Drama
Legally Blonde,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
PTU,movie,"[""Crime"",""Drama"",""Thriller""]",2003,Crime,Drama,Thriller
Our Lady of the Assassins,movie,"[""Crime"",""Drama"",""Romance""]",2000,Crime,Drama,Romance
Buffalo Soldiers,movie,"[""Comedy"",""Crime"",""Drama""]",2001,Comedy,Crime,Drama
Kurukshetra,movie,"[""Action"",""Drama"",""Thriller""]",2000,Action,Drama,Thriller
Peter Pan,movie,"[""Family"",""Fantasy"",""Musical""]",2000,Family,Fantasy,Musical
The Curse of the Jade Scorpion,movie,"[""Comedy"",""Crime"",""Mystery""]",2001,Comedy,Crime,Mystery
About Schmidt,movie,"[""Comedy"",""Drama""]",2002,Comedy,Drama,
The Unsaid,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Ghost Rider,movie,"[""Action"",""Fantasy"",""Thriller""]",2007,Action,Fantasy,Thriller
My Big Fat Greek Wedding,movie,"[""Comedy"",""Romance""]",2002,Comedy,Romance,
The Monkey's Mask,movie,"[""Crime"",""Mystery"",""Thriller""]",2000,Crime,Mystery,Thriller
A Time for Drunken Horses,movie,"[""Drama"",""War""]",2000,Drama,War,
Tremors 3: Back to Perfection,movie,"[""Action"",""Comedy"",""Horror""]",2001,Action,Comedy,Horror
Fellini Narrates: A Discovered Self-Portrait,movie,"[""Documentary""]",2000,Documentary,,
"Booye kafoor, atre yas",movie,"[""Drama""]",2000,Drama,,
Pretty Things,movie,"[""Drama""]",2001,Drama,,
George Carlin: Jammin' in New York,movie,"[""Documentary"",""Comedy""]",1992,Documentary,Comedy,
Bad Luck Love,movie,"[""Crime"",""Drama""]",2000,Crime,Drama,
Into the Arms of Strangers: Stories of the Kindertransport,movie,"[""Documentary"",""History"",""War""]",2000,Documentary,History,War
The Village Had No Walls,movie,"[""Adventure"",""Drama""]",1995,Adventure,Drama,
Unfaithful,movie,"[""Drama"",""Romance"",""Thriller""]",2002,Drama,Romance,Thriller
Series 7: The Contenders,movie,"[""Comedy"",""Thriller""]",2001,Comedy,Thriller,
How to Lose a Guy in 10 Days,movie,"[""Comedy"",""Romance""]",2003,Comedy,Romance,
George Carlin: Playin' with Your Head,movie,"[""Documentary"",""Comedy""]",1986,Documentary,Comedy,
Km. 0 - Kilometer Zero,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
Love Torn in a Dream,movie,"[""Drama"",""Fantasy""]",2000,Drama,Fantasy,
Bonhoeffer: Agent of Grace,movie,"[""Crime"",""Drama"",""History""]",2000,Crime,Drama,History
Last Orders,movie,"[""Drama""]",2001,Drama,,
Idle Mist,movie,"[""Horror"",""Crime"",""Short""]",1998,Horror,Crime,Short
The King of the Street Cleaners,movie,"[""Comedy"",""Romance""]",1977,Comedy,Romance,
Koi... Mil Gaya,movie,"[""Drama"",""Fantasy"",""Romance""]",2003,Drama,Fantasy,Romance
The Piano Teacher,movie,"[""Drama""]",2001,Drama,,
Wishmaster 3: Beyond the Gates of Hell,movie,"[""Fantasy"",""Horror""]",2001,Fantasy,Horror,
Dhadkan,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
Pauline and Paulette,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Possession,movie,"[""Drama"",""Mystery""]",2002,Drama,Mystery,
The Safety of Objects,movie,"[""Drama""]",2001,Drama,,
Sweet Home Alabama,movie,"[""Comedy"",""Romance""]",2002,Comedy,Romance,
Morlang,movie,"[""Drama""]",2001,Drama,,
The Reckoning,movie,"[""Crime"",""Drama"",""Mystery""]",2002,Crime,Drama,Mystery
Backstage,movie,"[""Documentary""]",2000,Documentary,,
Seance,movie,"[""Drama"",""Horror"",""Thriller""]",2000,Drama,Horror,Thriller
3rd World Hero,movie,"[""Drama""]",2000,Drama,,
A Gentleman's Game,movie,"[""Drama"",""Sport""]",2002,Drama,Sport,
Gaea Girls,movie,"[""Documentary""]",2000,Documentary,,
Jackpot,movie,"[""Drama"",""Comedy""]",2001,Drama,Comedy,
Love the Hard Way,movie,"[""Drama"",""Crime"",""Romance""]",2001,Drama,Crime,Romance
A Skin Too Few: The Days of Nick Drake,movie,"[""Documentary"",""Biography""]",2002,Documentary,Biography,
"Tainah, an Amazon Adventure",movie,"[""Adventure"",""Family"",""Fantasy""]",2001,Adventure,Family,Fantasy
I Am Maria,movie,"[""Drama""]",1979,Drama,,
Purely Belter,movie,"[""Comedy"",""Drama""]",2000,Comedy,Drama,
The Believer,movie,"[""Drama""]",2001,Drama,,
By Dawn's Early Light,movie,"[""Drama""]",2000,Drama,,
In the Bedroom,movie,"[""Crime"",""Drama""]",2001,Crime,Drama,
Peppermint Candy,movie,"[""Drama""]",1999,Drama,,
Na Tum Jaano Na Hum,movie,"[""Comedy"",""Drama"",""Musical""]",2002,Comedy,Drama,Musical
Chocolat,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
The River,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
His Wife's Diary,movie,"[""Biography"",""Drama""]",2000,Biography,Drama,
Lady and the Tramp II: Scamp's Adventure,movie,"[""Animation"",""Adventure"",""Family""]",2001,Animation,Adventure,Family
Exit,movie,"[""Sci-Fi"",""Crime"",""Thriller""]",2000,Sci-Fi,Crime,Thriller
Har Dil Jo Pyar Karega...,movie,"[""Comedy"",""Drama"",""Musical""]",2000,Comedy,Drama,Musical
Nico and Dani,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
Refugee,movie,"[""Drama"",""Musical"",""Romance""]",2000,Drama,Musical,Romance
Focus,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
See Spot Run,movie,"[""Action"",""Comedy"",""Crime""]",2001,Action,Comedy,Crime
Hart's War,movie,"[""Drama"",""War""]",2002,Drama,War,
The Miracle Worker,movie,"[""Drama""]",2000,Drama,,
Gypsy 83,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Lumumba,movie,"[""Biography"",""Drama"",""History""]",2000,Biography,Drama,History
Fiza,movie,"[""Drama"",""Romance""]",2000,Drama,Romance,
Innocence,movie,"[""Drama""]",2000,Drama,,
Kabhi Khushi Kabhie Gham...,movie,"[""Drama"",""Musical"",""Romance""]",2001,Drama,Musical,Romance
Long Time Dead,movie,"[""Horror"",""Thriller""]",2002,Horror,Thriller,
No More School,movie,"[""Comedy""]",2000,Comedy,,
3 A.M.,movie,"[""Crime"",""Mystery"",""Romance""]",2001,Crime,Mystery,Romance
Robin Williams: An Evening at the Met,movie,"[""Documentary"",""Comedy""]",1986,Documentary,Comedy,
Ali,movie,"[""Biography"",""Drama"",""Sport""]",2001,Biography,Drama,Sport
American Pie 2,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
Large,movie,"[""Comedy""]",2001,Comedy,,
The Rose of the Rascal,movie,"[""Biography"",""Drama"",""Music""]",2001,Biography,Drama,Music
The Triumph of Love,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
CQ,movie,"[""Drama"",""Comedy"",""Sci-Fi""]",2001,Drama,Comedy,Sci-Fi
BookWars,movie,"[""Documentary"",""Comedy"",""Crime""]",2000,Documentary,Comedy,Crime
The Brothers,movie,"[""Comedy"",""Drama""]",2001,Comedy,Drama,
Olympia Part One: Festival of the Nations,movie,"[""Documentary"",""Sport""]",1938,Documentary,Sport,
The Wrestlers,movie,"[""Drama""]",2000,Drama,,
Mom's Got a Date with a Vampire,movie,"[""Comedy"",""Family"",""Fantasy""]",2000,Comedy,Family,Fantasy
Baby Boy,movie,"[""Comedy"",""Crime"",""Drama""]",2001,Comedy,Crime,Drama
For Love or Country: The Arturo Sandoval Story,movie,"[""Biography"",""Drama"",""Music""]",2000,Biography,Drama,Music
The Curse of the Jade Scorpion,movie,"[""Comedy"",""Crime"",""Mystery""]",2001,Comedy,Crime,Mystery
Far,movie,"[""Drama""]",2001,Drama,,
Santa Who?,movie,"[""Comedy"",""Fantasy""]",2000,Comedy,Fantasy,
Jungle,movie,"[""Action"",""Romance"",""Thriller""]",2000,Action,Romance,Thriller
The Bourne Identity,movie,"[""Action"",""Mystery"",""Thriller""]",2002,Action,Mystery,Thriller
Double Tap,movie,"[""Action"",""Crime"",""Thriller""]",2000,Action,Crime,Thriller
Rabbit-Proof Fence,movie,"[""Adventure"",""Biography"",""Drama""]",2002,Adventure,Biography,Drama
Lammbock,movie,"[""Comedy""]",2001,Comedy,,
Hearts in Atlantis,movie,"[""Drama"",""Mystery""]",2001,Drama,Mystery,
Dragonfly,movie,"[""Drama"",""Fantasy"",""Mystery""]",2002,Drama,Fantasy,Mystery
Jacob's Ladder,movie,"[""Drama"",""Horror"",""Mystery""]",1990,Drama,Horror,Mystery
The Chaos Class Failed the Class,movie,"[""Comedy""]",1976,Comedy,,
Chiedimi se sono felice,movie,"[""Comedy"",""Drama""]",2000,Comedy,Drama,
The Left-Hand Side of the Fridge,movie,"[""Comedy""]",2000,Comedy,,
Taking Sides,movie,"[""Drama"",""Music"",""War""]",2001,Drama,Music,War
Revolution #9,movie,"[""Thriller""]",2001,Thriller,,
Sex and Lucia,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Don't Say a Word,movie,"[""Crime"",""Drama"",""Mystery""]",2001,Crime,Drama,Mystery
Law of the Border,movie,"[""Crime"",""Drama""]",1966,Crime,Drama,
Freedom,movie,"[""Drama""]",2000,Drama,,
The Goddess of 1967,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
The Turandot Project,movie,"[""Documentary"",""Music""]",2000,Documentary,Music,
Chronopolis,movie,"[""Animation"",""Family"",""Fantasy""]",1982,Animation,Family,Fantasy
Khiladi 420,movie,,2000,,,
The Animal,movie,"[""Comedy""]",2001,Comedy,,
Bangkok Dangerous,movie,"[""Action"",""Crime"",""Romance""]",2000,Action,Crime,Romance
Brainstorm,movie,"[""Drama""]",2001,Drama,,
Intimacy,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Shallow Hal,movie,"[""Comedy"",""Drama"",""Fantasy""]",2001,Comedy,Drama,Fantasy
Everything's Gonna Be Great,movie,"[""Comedy"",""Drama""]",1998,Comedy,Drama,
Uitgesloten,movie,"[""Drama""]",2001,Drama,,
Ashoka the Great,movie,"[""Action"",""Drama"",""History""]",2001,Action,Drama,History
Chori Chori Chupke Chupke,movie,"[""Drama"",""Musical"",""Romance""]",2001,Drama,Musical,Romance
Catch Me If You Can,movie,"[""Biography"",""Crime"",""Drama""]",2002,Biography,Crime,Drama
Torrente 2: Mission in Marbella,movie,"[""Action"",""Comedy"",""Crime""]",2001,Action,Comedy,Crime
"La Commune (Paris, 1871)",movie,"[""Drama"",""History"",""War""]",2000,Drama,History,War
Cursed,movie,"[""Comedy"",""Horror"",""Romance""]",2005,Comedy,Horror,Romance
Kangaroo Jack,movie,"[""Action"",""Adventure"",""Comedy""]",2003,Action,Adventure,Comedy
Lovely & Amazing,movie,"[""Comedy"",""Drama"",""Romance""]",2001,Comedy,Drama,Romance
Platform,movie,"[""Drama"",""History""]",2000,Drama,History,
Ordinary Sinner,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
Rose Red,series,"[""Horror"",""Mystery"",""Thriller""]",2002,Horror,Mystery,Thriller
Grègoire Moulin contre l'humanitè,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
Djomeh,movie,,2000,,,
Hendrix,movie,"[""Biography"",""Drama"",""Music""]",2000,Biography,Drama,Music
Come Look at Me,movie,"[""Comedy"",""Romance""]",2001,Comedy,Romance,
The Bees,movie,"[""Horror"",""Sci-Fi"",""Thriller""]",1978,Horror,Sci-Fi,Thriller
Snow in August,movie,"[""Drama""]",2001,Drama,,
2001 Maniacs,movie,"[""Comedy"",""Horror""]",2005,Comedy,Horror,
Mimic 2,movie,"[""Horror"",""Thriller"",""Sci-Fi""]",2001,Horror,Thriller,Sci-Fi
Rollerball,movie,"[""Action"",""Sci-Fi"",""Sport""]",2002,Action,Sci-Fi,Sport
Nine Queens,movie,"[""Crime"",""Drama"",""Thriller""]",2000,Crime,Drama,Thriller
The Invitation,movie,"[""Drama"",""Thriller"",""Horror""]",2003,Drama,Thriller,Horror
Kites Over Helsinki,movie,"[""Drama""]",2001,Drama,,
The Price of Milk,movie,"[""Comedy"",""Drama"",""Fantasy""]",2000,Comedy,Drama,Fantasy
The Experiment,movie,"[""Drama"",""Thriller""]",2001,Drama,Thriller,
Double Whammy,movie,"[""Comedy"",""Crime"",""Drama""]",2001,Comedy,Crime,Drama
Rat Race,movie,"[""Adventure"",""Comedy""]",2001,Adventure,Comedy,
The Low Down,movie,"[""Drama""]",2000,Drama,,
"Tsatsiki, morsan och polisen",movie,"[""Drama"",""Family""]",1999,Drama,Family,
Time and Tide,movie,"[""Action"",""Crime"",""Drama""]",2000,Action,Crime,Drama
In Memory of My Father,movie,"[""Comedy"",""Drama""]",2005,Comedy,Drama,
The Grey Zone,movie,"[""Drama"",""History"",""War""]",2001,Drama,History,War
Claymation Comedy of Horrors Show,movie,"[""Animation"",""Short"",""Comedy""]",1991,Animation,Short,Comedy
Seventeen Again,movie,"[""Comedy"",""Family"",""Fantasy""]",2000,Comedy,Family,Fantasy
Pauline at the Beach,movie,"[""Comedy"",""Drama"",""Romance""]",1983,Comedy,Drama,Romance
Star Trek: Nemesis,movie,"[""Action"",""Adventure"",""Sci-Fi""]",2002,Action,Adventure,Sci-Fi
A Fish Tale,movie,"[""Animation"",""Adventure"",""Comedy""]",2000,Animation,Adventure,Comedy
Liam,movie,"[""Drama""]",2000,Drama,,
Pinocchio,movie,"[""Comedy"",""Family"",""Fantasy""]",2002,Comedy,Family,Fantasy
Tortilla Soup,movie,"[""Comedy"",""Romance"",""Drama""]",2001,Comedy,Romance,Drama
Feast of All Saints,movie,"[""Romance"",""Drama""]",2001,Romance,Drama,
Boycott,movie,"[""Drama""]",2001,Drama,,
Road to Perdition,movie,"[""Crime"",""Drama"",""Thriller""]",2002,Crime,Drama,Thriller
Scary Movie 2,movie,"[""Comedy"",""Horror""]",2001,Comedy,Horror,
The Laramie Project,movie,"[""Drama"",""Crime""]",2002,Drama,Crime,
Vanilla Sky,movie,"[""Fantasy"",""Mystery"",""Romance""]",2001,Fantasy,Mystery,Romance
Ali Zaoua: Prince of the Streets,movie,"[""Drama"",""Crime""]",2000,Drama,Crime,
The Sea That Thinks,movie,"[""Adventure"",""Biography"",""Comedy""]",2000,Adventure,Biography,Comedy
Session 9,movie,"[""Horror"",""Mystery"",""Thriller""]",2001,Horror,Mystery,Thriller
Thomas in Love,movie,"[""Comedy"",""Drama"",""Romance""]",2000,Comedy,Drama,Romance
Marine Battleground,movie,"[""Drama"",""War""]",1963,Drama,War,
Uptown Girls,movie,"[""Comedy"",""Drama"",""Romance""]",2003,Comedy,Drama,Romance
The Girl with the Red Scarf,movie,"[""Drama"",""Romance""]",1978,Drama,Romance,
Donnie Darko,movie,"[""Drama"",""Sci-Fi""]",2001,Drama,Sci-Fi,
The Princess Diaries,movie,"[""Comedy"",""Family"",""Romance""]",2001,Comedy,Family,Romance
Super Troopers,movie,"[""Comedy"",""Crime"",""Mystery""]",2001,Comedy,Crime,Mystery
Mission Kashmir,movie,"[""Drama"",""Thriller""]",2000,Drama,Thriller,
Yaadein...,movie,"[""Musical"",""Drama"",""Romance""]",2001,Musical,Drama,Romance
For the Birds,movie,"[""Animation"",""Short"",""Comedy""]",2000,Animation,Short,Comedy
Wings of Hope,movie,"[""Documentary"",""Adventure"",""Biography""]",2000,Documentary,Adventure,Biography
BASEketball,movie,"[""Comedy"",""Sport""]",1998,Comedy,Sport,
The Trip,movie,"[""Comedy"",""Drama"",""Romance""]",2002,Comedy,Drama,Romance
Under the City's Skin,movie,"[""Drama""]",2001,Drama,,
Asterix and Obelix Meet Cleopatra,movie,"[""Adventure"",""Comedy"",""Family""]",2002,Adventure,Comedy,Family
Crazy/Beautiful,movie,"[""Drama"",""Romance""]",2001,Drama,Romance,
John Q,movie,"[""Crime"",""Drama"",""Thriller""]",2002,Crime,Drama,Thriller
Rat,movie,"[""Comedy"",""Drama"",""Family""]",2000,Comedy,Drama,Family
The Tunnel,movie,"[""Action"",""Drama"",""History""]",2001,Action,Drama,History
House of 1000 Corpses,movie,"[""Horror""]",2003,Horror,,
Surviving Christmas,movie,"[""Comedy"",""Romance""]",2004,Comedy,Romance,
Manic,movie,"[""Drama""]",2001,Drama,,
High Heels and Low Lifes,movie,"[""Action"",""Drama"",""Comedy""]",2001,Action,Drama,Comedy
Oh olsun,movie,"[""Comedy"",""Family"",""Romance""]",1973,Comedy,Family,Romance
The Pianist,movie,"[""Biography"",""Drama"",""War""]",2002,Biography,Drama,War
Reign of Fire,movie,"[""Action"",""Adventure"",""Fantasy""]",2002,Action,Adventure,Fantasy
Skersiela,movie,"[""Documentary""]",1988,Documentary,,
S.W.A.T.,movie,"[""Action"",""Crime"",""Thriller""]",2003,Action,Crime,Thriller
A Song for Martin,movie,"[""Drama"",""Music"",""Romance""]",2001,Drama,Music,Romance
Life As a Fatal Sexually Transmitted Disease,movie,"[""Drama""]",2000,Drama,,
Panic Room,movie,"[""Thriller""]",2002,Thriller,,
Run Ronnie Run,movie,"[""Comedy""]",2002,Comedy,,
Waco: A New Revelation,movie,"[""Documentary""]",1999,Documentary,,
C'est la vie,movie,"[""Drama""]",2001,Drama,,
Calle 54,movie,"[""Documentary"",""Music""]",2000,Documentary,Music,
